name,IMDb,originalName,foreignName,nickname,romanPinyin,type,job,notableWork,debutWork,activeYear,debutDate,birthPlace,deathPlace,award,language,website,motherSchool,education,religion,nationality,ethnicity,agency,hasRelative,hasSpouse,hasParent,hasChild
['古天乐'],['0465503'],[],['Louis Koo'],['古仔、Mr Cool、会长、慈善超人'],['Koo Tin Lok'],['男艺人'],['演员、歌手、商人'],['* 电影：\n2001年《绝世好Bra》2002年《我家有一只河东狮》2009年《窃听风云》系列2011年《单身男女》系列2013年《毒战》\n 电视剧：\n1995年《神雕侠侣》1997年《圆月弯刀》1999年《刑事侦缉档案IV》2000年《创世纪II天地有情》2001年《寻秦记》\n 歌曲：\n2000年《男朋友》2000年《像我这一种男人》2001年《今期流行》2018年《(一个男人) 一个女人 和浴室》（与谢安琪）'],[],['1993年至今'],[],['[[香港]]'],[],[],['粤语、英语、普通话'],[],['九龙圣德肋撒英文学校合一堂学校迦密中学迦密主恩中学'],['中五'],[],['广东中山'],[],['无线电视（1993年至2001年）天下一电影娱乐有限公司（2013年至今）天高娱乐（2017年至今）'],[],[],"['古振光','李绮雯']",[]
['贾静雯'],['1747426'],[],['Alyssa Chia'],[],[],['女演员'],['演员、制作人、节目主持人'],['《七世夫妻之梁山伯与祝英台》《长男的媳妇》《飞龙在天》《倚天屠龙记》《我们与恶的距离》'],['《神仙指头》1990年2月'],['1990年至今'],['1990年'],['台北市'],[],[],['国语、闽南语、英语'],['贾静雯脸书粉丝专页'],[],['北京电影学院表演系（肄业）'],['基督教'],['《网易娱乐》专访时，谈及与[[修杰楷]]的[[姊弟恋]]，透露女儿已经接受妈妈的新男友<ref>{{cite news | title = 梧桐妹接纳修杰楷\u3000贾静雯姊弟恋不求结果 | publisher = 苹果日报 | url = http://www.appledaily.com.tw/realtimenews/article/entertainment/20150119/544671 | date = 2015-01-19 |author=洪彩婷 | accessdate = 2015-05-05 | language = zh-hant}}</ref>。两人恋情修成正果，40岁贾静雯成功怀孕<ref>{{cite news | title = 恭喜！贾静雯怀了修杰楷的女儿 | publisher = 自由时报 | url = http://ent.ltn.com.tw/news/breakingnews/1307494 | date = 2015-05-05 | accessdate = 2015-05-05 | language = zh-hant}}</ref>。在日本求婚成功，修杰楷待小孩'],[],['（台湾）小小姑娘有限公司、成拾（上海）文化传媒有限公司'],['卫斯理'],[],[],[]
['张韶涵'],['356160'],['张韶涵'],['Angela ChangAngela Zhang'],['安琪拉、电眼教主、励志天后、百变天后'],['Chang Shao-Han'],['女艺人'],['歌手、演员、女鞋设计师'],['歌曲：《遗失的美好》《欧若拉》《隐形的翅膀》戏剧：《海豚湾恋人》《爱杀17》'],['《MVP情人》'],['2001年至今'],['1999'],['台湾省桃园县中坜市'],[],"['颁年度票选最受欢迎女新人奖', '音乐奖']",['国语、英语、客家语、台语'],[],[],['台湾中坜新明国小'],['在'],[],['汉族、维吾尔族'],['青田音乐（2002年－2011年）天涵音乐（2012年至今）'],[],[],[],[]
['佐治·古尼'],['0000123'],[],['George Clooney'],[],[],['男演员'],['演员、制片人、社会活动家'],[],[],[],[],[],[],['土星奖最佳男主角1996年 《杀出个黎明》 国家评论协会最佳男主角2007年 《全面反击》2009年 《型男飞行日志》2011年 《继承大丈夫》 纽约影评人协会最佳男主角2009年 《型男飞行日志》；《超级狐狸先生》最佳剧本2011年 《选战风云》'],[],[],['北肯塔基州大学 辛辛纳提大学'],[],[],[],[],[],[],[],[],[]
['菲腊·西摩·荷夫曼'],[],[],[],[],[],['男演员'],['演员、导演'],[],[],['1991年－2014年'],[],['纽约州菲尔波特'],['纽约州曼哈顿'],['威尼斯电影节最佳男演员奖 2012年 《大师》'],[],[],[],[],[],['阿拉伯我们都是王》而结缘，当时荷夫曼是该剧的导演。二人有一名儿子库珀·亚历山大（Cooper Alexander，2003年'],[],[],[],[],[],[]
['周慧敏'],['0159514'],[],['Vivian Chow Wai Man'],[],[],['女艺人'],['歌手、电影演员、唱片骑师、电视主持人、电视演员、作家'],"[""音乐作品：《台下女主角》（1988年）《天荒爱未老》（1991年）《情未了》（1991年）《如果你知我苦衷》（1992年）《孤单的心痛》（1992年》《自作多情》（1992年）《流言》（1993年）《最爱》（1993年）《自动自觉》（1993年）《痴心换情深》（1993年）《感情的分礼》（1994年）《留恋》（1994年）《红叶落索的时候》（1994年）《美少女战士》（1994年）《会错意》（1995年）《C'est La Vie》（1996年）《咖啡在等一个人》（2014年）\n电视剧：《大时代》（1992年）\n电影作品：《三人世界》系列《Yes!一族》（1991年）《得闲炒饭》（2010年）《等一个人咖啡》（2014年）""]",['电影《三人世界》'],['1986年－1997年2004年至今'],['1986年'],[],[],"['大奖', '香港电台十大中文金曲最有前途新人奖', '香港金彩虹演艺红人奖', '香港壹电视大奖', '提名香港电影金像奖', '壹电视大奖', '颁大奖']",['粤语、国语、英语'],[],['圣士提反堂中学'],['预科'],['基督教'],['广东中山'],[],[],[],['倪震'],[],[]
['张学友'],['0156484'],[],['Jacky Cheung'],['歌神、学友、学友仔、七仔、友友、乐坛慈父、嘉宾王、张天王、阿哥（陈奕迅，张家辉尊称）[20150715“云妮钟情”电台访问 陈奕迅谈张学友cut字幕版]、逃犯克星、乌蝇哥'],['Cheung Hok Yau'],['男艺人'],['歌手、演员、唱片监制、艺术总监'],['音乐：张学友唱片列表电影张学友电影列表'],['Smile（1985年）'],['1985年至今'],"['1986', '1987', '1980', '1980', '2005', '2001']",['鲗鱼涌'],[],"['香港电影金像奖', '音乐奖', '香港电影金像奖', '香港电影金像奖', '香港电影金像奖', '香港电影金像奖', '最多十大金曲奖', '香港音乐界的最高荣誉大奖', '十大歌曲奖', '创作歌手奖', '金像奖', '金像奖', '此奖', '此奖', '叱咤乐坛男歌手金奖', '荣誉大奖', '荣誉大奖']",['粤语、国语、英语、日语'],['http://www.jackycheung.hk'],['北角官立小学地利亚修女纪念学校（太古城）崇文英文书院'],['学历： 崇文英文书院预科毕业学衔： 香港演艺学院荣誉院士'],['佛教'],['天津市'],[],['环球唱片'],[],[],['张作琪'],[]
['丽丝·韦花丝潘'],['0000702'],[],['Reese Witherspoon'],[],[],['女演员'],['演员、电影制作人'],['《金法尤物》、《为你钟情》、《那时候，我只剩下勇敢》'],[],['1991 – 至今'],[],['路易斯安那州纽奥良'],[],[],[],[],[],['史丹福大学主修英国文学'],[],"['[[路易斯安那州]][[新奥尔良]]', '美国陆军预备役中担任中校。母亲Mary Elizabeth ""Betty"" Reese是一名护士，并且担任过[[范德堡大学]]的护士科教授。她的哥哥是一名房地产经纪。她曾宣称是在[[苏格兰]]']",['美国白人'],[],[],[],['约翰·威瑟斯朋贝蒂·瑞丝'],['艾娃·伊丽莎白·菲利普迪肯·里斯·菲利普田纳西·詹姆斯·托特']
['丽素·慧丝'],['0001838'],['Rachel Hannah Weisz'],[],[],[],['女演员'],[],[],[],['1993年至今'],[],['伦敦西敏'],[],[],[],[],[],[],[],"['[[西敏 (伦敦地区)|西敏]]', '[[纽约]]']",[],[],[],['丹尼尔·克雷格'],[],[]
['倪萍'],[],[],"['   ', '   ']",[],[],['节目主持'],['演员、主持人、作家'],[],[],['1982年至今'],[],['山东威海'],[],"['过授予主持人的国家级大奖', '数十项全国及地方各类团体群众颁发的奖', '冰心散文奖']",['汉语、英语'],[],[],['山东艺术学院'],[],[],['汉族'],[],[],[],[],[]
['亨弗莱·鲍嘉'],[],['标题'],[],[],[],['男演员'],['男演员'],[],[],['1921年–1956年'],[],['纽约州纽约市'],['加利福尼亚州洛杉矶'],[],[],[],[],[],[],[],[],[],[],[],['Dr. Belmont Bogart'],['斯蒂芬·-{A']
['莱昂纳多·迪卡普里奥'],['0000138'],[],[],['座'],[],['男演员'],['演员、电影制片人、环保主义推动者'],[],[],['1989年至今'],[],['加利福尼亚州洛杉矶'],[],"['金球奖', '最佳男主角奖', '提名一些广受关注的奖']",['英语、德语、义大利语'],[],[],['普通教育发展证书（GED）'],[],"['美国[[加利福尼亚州]]的[[洛杉矶]]<ref name=""Encyclopædia Britannica""/>。他的父亲{{link-en|乔治·狄卡皮欧|George DiCaprio}}是一名[[地下漫画]]的作者兼经销商，而母亲欧梅尔林·英迪伯肯（{{lang|en|Irmelin Indenbirken}}）则是一名法律秘书（{{lang|en|Legal secretary}}）。迪卡普里奥是家中的[[独生子]]<ref name=""LAT (2000-08-19)""/>。他的父亲有著义大利人（来自[[那不勒斯]]）和德国人（来自[[巴伐利亚]]）的血统<ref name=""Leonardo DiCaprio: Modern-Day Romeo""/>{{rp|7-15}}<ref name=""HighBeam Research (1998-04-19)""/><ref name=""HighBeam Research (1998-01-28)""/>。迪卡普里奥的外祖父威廉·英迪伯肯（{{lang|en|Wilhelm Indenbirken}}）是德国人<ref name=""Slavicek""/>{{rp|78}}，而外祖母海琳娜·英迪伯肯（{{lang|en|Helene Indenbirken}}，1915年 - 2008年）<ref name=""People (2008-08-06)""/>则是', '一次受访时，迪卡普里奥称自己是「半个俄罗斯人」，并表示自己的祖父母都是俄罗斯人<ref name=""The Daily Telegraph (2010-11-24)""/>。迪卡普里奥的父母在大学时相遇，不久后便搬到了洛杉矶<ref name=""Leonardo DiCaprio: Modern-Day Romeo""/>{{rp|7-15}}。据欧梅尔林的说法，迪卡普里奥的名字源自于她一次欣赏[[李奥纳多·达文西]]的作品的经验。当时还未']",['意大利裔'],[],[],[],[],[]
['刘志荣'],[],[],['David Lau'],['九斤哥、刘翁、亚视台宝'],['Lau Chi Wing'],['男演员'],['艺人、议员、商人、主持'],[],[],['1971年－2008年'],"['1988', '1971']",[],['伊利沙伯医院'],['香港十大电视明星金球奖'],['粤语、国语、英语'],[],['玛利诺修院学校（小学部）'],['中学毕业'],['罗马天主教'],['中国广西玉林市容县'],['汉族'],[],"['良鸣','杨羚']",['梁淑庄'],['刘克宣'],['刘健乐']
['区瑞强'],[],[],['Albert Au'],[],['Au Shui Keung'],['男艺人'],['歌手、DJ、主持人、演员'],['歌曲 :《陌上归人》《相识在童年》《那天再重聚》'],[],['1977年至今'],[],[],[],[],['粤语、英语、国语'],[],['九龙总商会中文小学香港三育书院格致书院'],['香港浸会学院传理系文凭'],[],['广东肇庆'],[],[],[],['Teresa'],[],"['区昕望','区昕进']"
['钱壮飞'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['罗嘉良'],['0991859'],['罗浩良'],['Gallen Lo'],['捞家、奇哥、嘉良'],['Lo Ka Leung'],['男艺人'],['演员、歌手'],['电视剧：\n\n 电影：\n\n 音乐专辑：'],[],['1984年至今'],[],[],[],['1998年度十大劲歌金曲 杰出表现金奖'],['粤语、国语、英语'],[],['深水埔街坊福利会小学棉纺会职业先修学校'],['中五'],[],['广东东莞客家'],[],['亚洲电视（1984-1986）无线电视（1986-2003；2007-2010；2016-2017）慈文影视'],[],['苏岩'],[],"['罗裕珹 ','罗咏婷']"
['袁晓超'],[],[],[],[],[],[],[],[],[],[],[],['山东省菏泽市郓城县'],[],[],[],[' 武术'],[],[],[],[],[],[],[],[],[],[]
['英达'],['0948058'],[],['Ying Da'],[],[],['导演'],['导演、演员'],[],[],[],[],['北京市'],[],[],['普通话'],[],[],['北京大学心理学系科学理学学士密苏里大学戏剧表演系导演／表演高级文艺硕士'],[],['北京'],['满族'],[],[],[],[],['巴图英如镝']
['刘天赐'],[],[],"[' ', ' ']",['赐官、阿叔'],['Lau Tin Chi'],['媒体人'],['媒体人'],['《讲东讲西》'],[],['1974年至今'],[],['[[香港]]{{noteTag|name=守下留情}}'],[],[],['粤语'],[],['九龙塘学校（小学部）圣公会圣提摩太小学青年会书院'],['香港中文大学新亚书院哲学荣誉文学士'],[],['广东番禺'],['汉族'],['香港电台'],['刘高琮'],[],['刘伯华'],[]
['江角真纪子'],['0261968'],['平野 真纪子（旧姓：江角）'],['江角 マキコ'],[],['Esumi Makiko'],['女演员'],['歌手、女演员、主持人'],['电视剧\n《庶务二课》系列\n《三十拉警报》\n《》\n《》\n《》\n《暴走女法医》\n\n综艺节目\n《江角真纪子的恋爱科学》\n《》\n《GURU GURU 99》'],[],['1995年－2017年'],[],['岛根县出云市'],[],[],['日语'],[' 人物简介'],[],['岛根县立大社高等学校'],[],[],[],[],[],['桐岛罗兰'],[],[]
['胡底'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['肖恩·康纳利'],['0000125'],[],[],[],[],['男演员'],['演员'],[],[],[],[],['苏格兰爱丁堡'],['拿骚'],['英国电影学院奖'],[],[],[],[],[],[],[],[],[],[],[],[]
['薛家燕'],['0803174'],['薛家彦'],['Nancy Sit'],['家燕姐、家燕妈妈、好姨、Captain Nancy、十字步天-{后}- 、登基燕'],['Sit Ka Yin'],['女艺人'],['演员、歌手、主持人'],['电视剧：《真情》（1996年至1999年）《皆大欢喜》（2001年至2005年）《新抱喜相逢》(2014年)《灿烂的外母》(2017年)\n电影：《食神》（1996年）\n综艺节目：《Sunday扮嘢王》（2014年）《流行经典50年》（2017年至）\n歌曲：《皆大欢喜》（2001年）《皆大欢笑》（2003年）《Captain Nancy》（2018年）'],[],['1958年至1979年、1996年至今'],[],[],[],['2004年 Astro华丽台电视剧大奖 「我的至爱角色」  2010年 星和无线电视大奖 「我最难忘TVB电视女角色」 2014年 星和无线电视大奖2014 「我最爱TVB综艺节目主持人」 2014年 TVB 马来西亚星光荟萃颁奖典礼2014 「最喜爱TVB节目主持」'],[],[],['圣公会诸圣小学圣公会诸圣中学'],['中五'],['基督新教'],['广东省潮州'],[],['环星娱乐TVB（1996年至今）星河娱乐（2018年）'],[],[],['薛沛球'],[]
['杰克·尼科尔森'],[],[],['Jack Nicholson'],[],[],['男演员'],['演员、导演、制片人、编剧'],[],[],['1958年至今'],[],['新泽西州内普顿市'],[],['土星奖最佳男主角1987年 《东镇女巫》  AFI终身成就奖1994年  康城影展最佳男演员奖1973年 《最后行动》'],[],[],[],[],[],['美国'],[],[],[],['桑德拉·奈特'],[],['詹妮弗·尼科尔森迦勒·詹姆斯·戈达德亨尼·霍尔曼洛林·尼科尔森雷·尼科尔森']
['叶玉卿'],['0948154'],[],['Veronica Yip'],['卿卿、卿姐'],[],['女艺人'],['演员、歌手、商人'],['《挡不住的风情》（1992年）《白玫瑰》（1992年）《来...寻梦》（1994年）'],['《挡不住的风情》（1992年）'],['1985年－1996年2012年－2013年'],['1985年'],[],[],['1985年 亚洲小姐 - 季军1985年 亚洲小姐 - 最健美小姐1985年 亚洲小姐 - 最有性格小姐'],['粤语、英语、国语'],[],[],['香港汉文师范同学会附属学校圣母玫瑰书院'],[],['广东省化州市笪桥镇'],[],[],[],"['伍卫国','Boffy']",[],[]
['马特·戴蒙'],['0000354'],[],['Matt Damon'],['座'],[],['男演员'],['演员、剧作家、监制'],[],[],['1988年至今'],[],['麻塞诸塞州剑桥市'],[],['柏林影展最佳个人成就1997年 《心灵捕手》  柏林影展最佳艺术贡献2006年 《CIA惊天杀局》'],[],[],[],[],[],"['其他戴蒙所有的角色中，包括[[泰瑞·吉廉]]执导的奇幻冒险片《[[神鬼克星]]》中的威尔‧葛林姆、《[[谍对谍]]》中的分析师。最近的影片包括[[劳勃·狄尼洛]]作品《[[特务风云：中情局', '拍摄《[[当我们黏在一起]]》时，戴蒙在[[迈阿密]]遇到了一位在[[阿根廷]]']",[],[],[],[],['肯特·戴蒙南茜·卡尔森-佩奇'],[]
['吴浩康'],['1702742'],['吴伟男'],['Deep Ng'],['Dom、Dom嫂'],[],['男歌手'],['歌手、演员'],[],[],['2002年至今'],[],[],[],[],['广东话、国语、英语'],['https://eeg.zone/#/artist/222'],['元朗佛教荣茵学校'],[],[],['广东新会'],[],['英皇娱乐'],[],[],[],[]
['杨丽花'],['2697720'],['林丽花'],"[' ', ' ']",[],['Yang Li-hua'],['女艺人'],['演员、制作人'],['歌仔戏：陆文龙王文英与竹芦马薛丁山与樊梨花君臣情深'],['安安赶鸡'],['1950年至今'],[],['台北州宜兰郡员山庄'],[],['第28届金钟奖特别贡献奖'],['台语、华语'],[],[],[],[],[],[],[],[],['洪文栋'],"['林火焰 ','杨好 ']",[]
['二宫和也'],['0632497'],['二宫和也'],['にのみや かずなり'],[],['Ninomiya Kazunari'],['男艺人'],[],['电视剧《Stand UP!!》《危险放课后》《》《拜启、父亲大人》《流星之绊》《贫穷贵公子》《飞特族、买个家。》《即使弱小也能取胜》《》电影《青之炎》《来自硫磺岛的信》《大奥》《杀戮都市》《白金数据》《我的长崎母亲》《暗杀教室毕业篇》《最后的食谱～麒麟之舌的记忆～》《检方的罪人》舞台剧《》《陌生的乘客》'],['A·RA·SHI（岚）'],['1999年迄今'],['1999年9月15日'],['日本东京都葛饰区'],[],['参看获奖经历'],['ja'],[],[],[],[],[],[],['杰尼斯事务所'],[],[],[],[]
